sketch_id,sketch_name,season,episode,category,category2,total_sentences,num_unique_emotions,emotion_sequence,emotion_string,emotion_counts
61,Mortal Enemies,0,0,office,,82,12,approval|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|anger|neutral|approval|neutral|disapproval|neutral|anger|neutral|neutral|neutral|neutral|neutral|admiration|approval|admiration|neutral|anger|approval|neutral|caring|neutral|neutral|neutral|neutral|anger|neutral|anger|neutral|disapproval|neutral|neutral|anger|anger|neutral|anger|neutral|neutral|neutral|neutral|neutral|neutral|optimism|anger|neutral|approval|anger|anger|optimism|neutral|neutral|curiosity|neutral|annoyance|annoyance|curiosity|sadness|neutral|neutral|sadness|neutral|approval|neutral|neutral|neutral|disapproval|disapproval|neutral|neutral|neutral|amusement|surprise|disapproval|surprise,approval -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> anger -> neutral -> approval -> neutral -> disapproval -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> admiration -> approval -> admiration -> neutral -> anger -> approval -> neutral -> caring -> neutral -> neutral -> neutral -> neutral -> anger -> neutral -> anger -> neutral -> disapproval -> neutral -> neutral -> anger -> anger -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> optimism -> anger -> neutral -> approval -> anger -> anger -> optimism -> neutral -> neutral -> curiosity -> neutral -> annoyance -> annoyance -> curiosity -> sadness -> neutral -> neutral -> sadness -> neutral -> approval -> neutral -> neutral -> neutral -> disapproval -> disapproval -> neutral -> neutral -> neutral -> amusement -> surprise -> disapproval -> surprise,"{'neutral': 45, 'anger': 11, 'approval': 6, 'disapproval': 5, 'curiosity': 3, 'admiration': 2, 'optimism': 2, 'annoyance': 2, 'surprise': 2, 'sadness': 2, 'caring': 1, 'amusement': 1}"
62,Summer Loving,0,0,reality tv,dating,51,15,neutral|neutral|neutral|neutral|embarrassment|realization|neutral|neutral|neutral|love|neutral|neutral|curiosity|admiration|neutral|excitement|neutral|anger|neutral|neutral|neutral|anger|neutral|anger|curiosity|approval|neutral|approval|neutral|disapproval|annoyance|disappointment|curiosity|confusion|nervousness|curiosity|confusion|confusion|confusion|desire|love|curiosity|disapproval|desire|neutral|disappointment|neutral|neutral|curiosity|neutral|neutral,neutral -> neutral -> neutral -> neutral -> embarrassment -> realization -> neutral -> neutral -> neutral -> love -> neutral -> neutral -> curiosity -> admiration -> neutral -> excitement -> neutral -> anger -> neutral -> neutral -> neutral -> anger -> neutral -> anger -> curiosity -> approval -> neutral -> approval -> neutral -> disapproval -> annoyance -> disappointment -> curiosity -> confusion -> nervousness -> curiosity -> confusion -> confusion -> confusion -> desire -> love -> curiosity -> disapproval -> desire -> neutral -> disappointment -> neutral -> neutral -> curiosity -> neutral -> neutral,"{'neutral': 22, 'curiosity': 6, 'confusion': 4, 'anger': 3, 'disapproval': 2, 'approval': 2, 'love': 2, 'desire': 2, 'disappointment': 2, 'embarrassment': 1, 'realization': 1, 'excitement': 1, 'admiration': 1, 'annoyance': 1, 'nervousness': 1}"
63,Street Sets,0,0,family,,55,13,neutral|neutral|neutral|curiosity|neutral|annoyance|optimism|sadness|curiosity|curiosity|neutral|annoyance|neutral|disapproval|approval|curiosity|neutral|disapproval|approval|neutral|surprise|neutral|disgust|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|anger|neutral|curiosity|neutral|neutral|neutral|neutral|annoyance|remorse|disapproval|neutral|neutral|neutral|anger|neutral|love|disapproval|neutral|gratitude|curiosity|neutral|neutral|annoyance,neutral -> neutral -> neutral -> curiosity -> neutral -> annoyance -> optimism -> sadness -> curiosity -> curiosity -> neutral -> annoyance -> neutral -> disapproval -> approval -> curiosity -> neutral -> disapproval -> approval -> neutral -> surprise -> neutral -> disgust -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> annoyance -> remorse -> disapproval -> neutral -> neutral -> neutral -> anger -> neutral -> love -> disapproval -> neutral -> gratitude -> curiosity -> neutral -> neutral -> annoyance,"{'neutral': 29, 'curiosity': 7, 'annoyance': 4, 'disapproval': 4, 'approval': 2, 'anger': 2, 'optimism': 1, 'sadness': 1, 'surprise': 1, 'disgust': 1, 'remorse': 1, 'love': 1, 'gratitude': 1}"
64,The Driving Crooner,0,0,office,driving,108,14,neutral|joy|surprise|neutral|caring|neutral|fear|neutral|neutral|neutral|neutral|joy|joy|curiosity|neutral|caring|neutral|neutral|admiration|neutral|joy|joy|approval|sadness|neutral|neutral|gratitude|anger|neutral|neutral|neutral|neutral|neutral|anger|anger|anger|neutral|neutral|neutral|neutral|neutral|anger|neutral|neutral|surprise|neutral|neutral|approval|neutral|neutral|neutral|curiosity|confusion|admiration|desire|anger|neutral|anger|remorse|neutral|neutral|neutral|curiosity|confusion|anger|anger|neutral|neutral|neutral|neutral|neutral|confusion|desire|curiosity|neutral|neutral|admiration|neutral|neutral|neutral|neutral|neutral|anger|anger|anger|surprise|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|approval|anger|anger|caring|sadness|curiosity|neutral|sadness|neutral|admiration|neutral|neutral|neutral|sadness,neutral -> joy -> surprise -> neutral -> caring -> neutral -> fear -> neutral -> neutral -> neutral -> neutral -> joy -> joy -> curiosity -> neutral -> caring -> neutral -> neutral -> admiration -> neutral -> joy -> joy -> approval -> sadness -> neutral -> neutral -> gratitude -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> anger -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> neutral -> neutral -> surprise -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> curiosity -> confusion -> admiration -> desire -> anger -> neutral -> anger -> remorse -> neutral -> neutral -> neutral -> curiosity -> confusion -> anger -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> confusion -> desire -> curiosity -> neutral -> neutral -> admiration -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> anger -> anger -> surprise -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> approval -> anger -> anger -> caring -> sadness -> curiosity -> neutral -> sadness -> neutral -> admiration -> neutral -> neutral -> neutral -> sadness,"{'neutral': 59, 'anger': 14, 'curiosity': 5, 'joy': 5, 'admiration': 4, 'sadness': 4, 'confusion': 3, 'caring': 3, 'surprise': 3, 'approval': 3, 'desire': 2, 'fear': 1, 'gratitude': 1, 'remorse': 1}"
65,Supermarket Swap VR Edition,0,0,game show,,79,7,gratitude|neutral|approval|neutral|approval|neutral|neutral|neutral|neutral|approval|curiosity|neutral|neutral|neutral|neutral|approval|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|confusion|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|disapproval|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|curiosity|neutral|neutral|anger|neutral|neutral|neutral|neutral,gratitude -> neutral -> approval -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> approval -> curiosity -> neutral -> neutral -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> confusion -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> disapproval -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> curiosity -> neutral -> neutral -> anger -> neutral -> neutral -> neutral -> neutral,"{'neutral': 64, 'curiosity': 7, 'approval': 4, 'gratitude': 1, 'confusion': 1, 'disapproval': 1, 'anger': 1}"
66,Darmine Doggy Door,0,0,commercial,,38,11,neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|anger|anger|neutral|neutral|neutral|neutral|neutral|confusion|neutral|sadness|neutral|neutral|approval|neutral|neutral|anger|neutral|realization|neutral|anger|curiosity|curiosity|disappointment|neutral|joy|optimism|neutral|nervousness|neutral,neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> confusion -> neutral -> sadness -> neutral -> neutral -> approval -> neutral -> neutral -> anger -> neutral -> realization -> neutral -> anger -> curiosity -> curiosity -> disappointment -> neutral -> joy -> optimism -> neutral -> nervousness -> neutral,"{'neutral': 24, 'anger': 4, 'curiosity': 2, 'confusion': 1, 'sadness': 1, 'approval': 1, 'realization': 1, 'disappointment': 1, 'joy': 1, 'optimism': 1, 'nervousness': 1}"
67,You Can't park on the Sidewalk,0,0,driving,,75,16,neutral|neutral|desire|gratitude|admiration|admiration|caring|caring|caring|surprise|neutral|curiosity|neutral|neutral|neutral|sadness|desire|approval|neutral|disapproval|neutral|curiosity|neutral|annoyance|disapproval|neutral|caring|caring|neutral|neutral|approval|confusion|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|fear|gratitude|neutral|neutral|anger|neutral|neutral|approval|curiosity|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|fear|neutral|surprise|neutral|disapproval|neutral|neutral|neutral|anger|neutral|anger|joy|neutral|excitement|neutral|excitement,neutral -> neutral -> desire -> gratitude -> admiration -> admiration -> caring -> caring -> caring -> surprise -> neutral -> curiosity -> neutral -> neutral -> neutral -> sadness -> desire -> approval -> neutral -> disapproval -> neutral -> curiosity -> neutral -> annoyance -> disapproval -> neutral -> caring -> caring -> neutral -> neutral -> approval -> confusion -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> fear -> gratitude -> neutral -> neutral -> anger -> neutral -> neutral -> approval -> curiosity -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> fear -> neutral -> surprise -> neutral -> disapproval -> neutral -> neutral -> neutral -> anger -> neutral -> anger -> joy -> neutral -> excitement -> neutral -> excitement,"{'neutral': 40, 'caring': 5, 'curiosity': 5, 'approval': 3, 'disapproval': 3, 'anger': 3, 'admiration': 2, 'desire': 2, 'excitement': 2, 'surprise': 2, 'gratitude': 2, 'fear': 2, 'sadness': 1, 'annoyance': 1, 'confusion': 1, 'joy': 1}"
68,Nude Egg,0,0,office,,55,10,neutral|neutral|neutral|neutral|neutral|neutral|curiosity|annoyance|approval|neutral|neutral|confusion|neutral|neutral|neutral|disapproval|neutral|admiration|approval|neutral|admiration|neutral|neutral|neutral|approval|neutral|neutral|neutral|neutral|curiosity|neutral|curiosity|neutral|neutral|neutral|approval|approval|gratitude|anger|confusion|neutral|neutral|anger|curiosity|surprise|curiosity|confusion|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral,neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> annoyance -> approval -> neutral -> neutral -> confusion -> neutral -> neutral -> neutral -> disapproval -> neutral -> admiration -> approval -> neutral -> admiration -> neutral -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> curiosity -> neutral -> neutral -> neutral -> approval -> approval -> gratitude -> anger -> confusion -> neutral -> neutral -> anger -> curiosity -> surprise -> curiosity -> confusion -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral,"{'neutral': 34, 'curiosity': 5, 'approval': 5, 'confusion': 3, 'anger': 2, 'admiration': 2, 'disapproval': 1, 'annoyance': 1, 'gratitude': 1, 'surprise': 1}"
69,Sitcom Taping,0,0,live sitcom taping,,97,16,curiosity|approval|neutral|neutral|neutral|neutral|amusement|admiration|neutral|neutral|admiration|neutral|neutral|neutral|curiosity|neutral|confusion|neutral|curiosity|optimism|neutral|admiration|neutral|neutral|disapproval|neutral|anger|neutral|neutral|neutral|neutral|neutral|neutral|anger|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|approval|neutral|curiosity|curiosity|neutral|approval|disapproval|neutral|approval|approval|curiosity|neutral|disapproval|approval|disapproval|remorse|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|anger|curiosity|neutral|anger|annoyance|realization|neutral|neutral|neutral|neutral|neutral|disappointment|disgust|caring|neutral|love|neutral|neutral|curiosity|neutral|neutral|approval|neutral|neutral|approval|neutral|neutral|approval|neutral|curiosity,curiosity -> approval -> neutral -> neutral -> neutral -> neutral -> amusement -> admiration -> neutral -> neutral -> admiration -> neutral -> neutral -> neutral -> curiosity -> neutral -> confusion -> neutral -> curiosity -> optimism -> neutral -> admiration -> neutral -> neutral -> disapproval -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> approval -> neutral -> curiosity -> curiosity -> neutral -> approval -> disapproval -> neutral -> approval -> approval -> curiosity -> neutral -> disapproval -> approval -> disapproval -> remorse -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> curiosity -> neutral -> anger -> annoyance -> realization -> neutral -> neutral -> neutral -> neutral -> neutral -> disappointment -> disgust -> caring -> neutral -> love -> neutral -> neutral -> curiosity -> neutral -> neutral -> approval -> neutral -> neutral -> approval -> neutral -> neutral -> approval -> neutral -> curiosity,"{'neutral': 57, 'curiosity': 10, 'approval': 9, 'disapproval': 4, 'anger': 4, 'admiration': 3, 'confusion': 1, 'amusement': 1, 'optimism': 1, 'remorse': 1, 'annoyance': 1, 'realization': 1, 'disappointment': 1, 'disgust': 1, 'caring': 1, 'love': 1}"
70,Richard Brecky as Jellybean,0,0,theatre,,67,6,neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|admiration|neutral|curiosity|curiosity|curiosity|curiosity|curiosity|curiosity|curiosity|curiosity|curiosity|curiosity|curiosity|neutral|admiration|admiration|anger|neutral|curiosity|neutral|anger|neutral|curiosity|neutral|curiosity|anger|neutral|neutral|disapproval|love|love|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|anger|curiosity|neutral|anger,neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> admiration -> neutral -> curiosity -> curiosity -> curiosity -> curiosity -> curiosity -> curiosity -> curiosity -> curiosity -> curiosity -> curiosity -> curiosity -> neutral -> admiration -> admiration -> anger -> neutral -> curiosity -> neutral -> anger -> neutral -> curiosity -> neutral -> curiosity -> anger -> neutral -> neutral -> disapproval -> love -> love -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> curiosity -> neutral -> anger,"{'neutral': 40, 'curiosity': 16, 'anger': 5, 'admiration': 3, 'love': 2, 'disapproval': 1}"
71,Dog Hair,0,0,dating,,98,16,admiration|excitement|neutral|approval|neutral|approval|neutral|anger|admiration|neutral|neutral|joy|love|approval|approval|neutral|approval|neutral|curiosity|admiration|neutral|surprise|neutral|joy|neutral|neutral|anger|neutral|neutral|neutral|neutral|curiosity|neutral|anger|neutral|surprise|curiosity|neutral|neutral|neutral|realization|neutral|neutral|neutral|admiration|neutral|admiration|neutral|nervousness|neutral|curiosity|approval|neutral|anger|neutral|approval|curiosity|neutral|excitement|neutral|excitement|neutral|neutral|annoyance|neutral|admiration|surprise|realization|neutral|neutral|surprise|neutral|optimism|neutral|neutral|neutral|neutral|neutral|fear|confusion|desire|neutral|confusion|desire|approval|neutral|neutral|desire|neutral|neutral|neutral|neutral|approval|neutral|neutral|approval|neutral|neutral,admiration -> excitement -> neutral -> approval -> neutral -> approval -> neutral -> anger -> admiration -> neutral -> neutral -> joy -> love -> approval -> approval -> neutral -> approval -> neutral -> curiosity -> admiration -> neutral -> surprise -> neutral -> joy -> neutral -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> anger -> neutral -> surprise -> curiosity -> neutral -> neutral -> neutral -> realization -> neutral -> neutral -> neutral -> admiration -> neutral -> admiration -> neutral -> nervousness -> neutral -> curiosity -> approval -> neutral -> anger -> neutral -> approval -> curiosity -> neutral -> excitement -> neutral -> excitement -> neutral -> neutral -> annoyance -> neutral -> admiration -> surprise -> realization -> neutral -> neutral -> surprise -> neutral -> optimism -> neutral -> neutral -> neutral -> neutral -> neutral -> fear -> confusion -> desire -> neutral -> confusion -> desire -> approval -> neutral -> neutral -> desire -> neutral -> neutral -> neutral -> neutral -> approval -> neutral -> neutral -> approval -> neutral -> neutral,"{'neutral': 52, 'approval': 10, 'admiration': 6, 'curiosity': 5, 'anger': 4, 'surprise': 4, 'desire': 3, 'excitement': 3, 'confusion': 2, 'joy': 2, 'realization': 2, 'love': 1, 'annoyance': 1, 'nervousness': 1, 'fear': 1, 'optimism': 1}"
72,Club Haunted House,0,0,commercial,party,75,13,neutral|neutral|neutral|neutral|approval|neutral|curiosity|disapproval|neutral|neutral|curiosity|neutral|anger|neutral|curiosity|neutral|neutral|admiration|neutral|curiosity|confusion|neutral|curiosity|neutral|desire|neutral|gratitude|curiosity|confusion|desire|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|disapproval|neutral|anger|neutral|desire|desire|neutral|neutral|neutral|disappointment|desire|neutral|neutral|anger|neutral|neutral|admiration|curiosity|neutral|approval|caring|surprise|neutral|anger|neutral|neutral|approval|neutral|neutral|neutral|neutral|sadness|curiosity|neutral|curiosity|neutral,neutral -> neutral -> neutral -> neutral -> approval -> neutral -> curiosity -> disapproval -> neutral -> neutral -> curiosity -> neutral -> anger -> neutral -> curiosity -> neutral -> neutral -> admiration -> neutral -> curiosity -> confusion -> neutral -> curiosity -> neutral -> desire -> neutral -> gratitude -> curiosity -> confusion -> desire -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> disapproval -> neutral -> anger -> neutral -> desire -> desire -> neutral -> neutral -> neutral -> disappointment -> desire -> neutral -> neutral -> anger -> neutral -> neutral -> admiration -> curiosity -> neutral -> approval -> caring -> surprise -> neutral -> anger -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> sadness -> curiosity -> neutral -> curiosity -> neutral,"{'neutral': 42, 'curiosity': 10, 'desire': 5, 'anger': 4, 'approval': 3, 'disapproval': 2, 'admiration': 2, 'confusion': 2, 'gratitude': 1, 'disappointment': 1, 'caring': 1, 'surprise': 1, 'sadness': 1}"
73,Pay it Forward,0,0,driving,restaurant,69,11,approval|neutral|gratitude|desire|neutral|admiration|neutral|neutral|neutral|admiration|anger|anger|anger|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|approval|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|annoyance|neutral|neutral|neutral|neutral|neutral|neutral|anger|neutral|neutral|neutral|admiration|neutral|admiration|surprise|neutral|anger|neutral|neutral|annoyance|anger|neutral|surprise|surprise|neutral|approval|approval|approval|desire|neutral|desire|optimism|confusion|neutral,approval -> neutral -> gratitude -> desire -> neutral -> admiration -> neutral -> neutral -> neutral -> admiration -> anger -> anger -> anger -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> annoyance -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> neutral -> neutral -> neutral -> admiration -> neutral -> admiration -> surprise -> neutral -> anger -> neutral -> neutral -> annoyance -> anger -> neutral -> surprise -> surprise -> neutral -> approval -> approval -> approval -> desire -> neutral -> desire -> optimism -> confusion -> neutral,"{'neutral': 42, 'anger': 6, 'approval': 5, 'admiration': 4, 'desire': 3, 'surprise': 3, 'annoyance': 2, 'gratitude': 1, 'curiosity': 1, 'optimism': 1, 'confusion': 1}"
74,Rat Mom,0,0,office,party,82,19,surprise|surprise|curiosity|neutral|anger|neutral|gratitude|neutral|neutral|neutral|confusion|neutral|neutral|joy|neutral|fear|nervousness|excitement|excitement|neutral|neutral|nervousness|neutral|optimism|neutral|neutral|remorse|caring|approval|annoyance|caring|surprise|admiration|neutral|neutral|neutral|neutral|love|admiration|neutral|excitement|neutral|neutral|curiosity|neutral|excitement|approval|neutral|disapproval|realization|remorse|admiration|annoyance|neutral|approval|neutral|neutral|disapproval|approval|neutral|neutral|neutral|neutral|neutral|disapproval|neutral|gratitude|neutral|neutral|neutral|remorse|excitement|excitement|excitement|gratitude|gratitude|approval|excitement|surprise|anger|neutral|curiosity,surprise -> surprise -> curiosity -> neutral -> anger -> neutral -> gratitude -> neutral -> neutral -> neutral -> confusion -> neutral -> neutral -> joy -> neutral -> fear -> nervousness -> excitement -> excitement -> neutral -> neutral -> nervousness -> neutral -> optimism -> neutral -> neutral -> remorse -> caring -> approval -> annoyance -> caring -> surprise -> admiration -> neutral -> neutral -> neutral -> neutral -> love -> admiration -> neutral -> excitement -> neutral -> neutral -> curiosity -> neutral -> excitement -> approval -> neutral -> disapproval -> realization -> remorse -> admiration -> annoyance -> neutral -> approval -> neutral -> neutral -> disapproval -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> disapproval -> neutral -> gratitude -> neutral -> neutral -> neutral -> remorse -> excitement -> excitement -> excitement -> gratitude -> gratitude -> approval -> excitement -> surprise -> anger -> neutral -> curiosity,"{'neutral': 35, 'excitement': 8, 'approval': 5, 'gratitude': 4, 'surprise': 4, 'curiosity': 3, 'remorse': 3, 'admiration': 3, 'disapproval': 3, 'nervousness': 2, 'anger': 2, 'annoyance': 2, 'caring': 2, 'confusion': 1, 'joy': 1, 'optimism': 1, 'fear': 1, 'love': 1, 'realization': 1}"
75,Friend Group,0,0,office,,110,16,surprise|neutral|neutral|surprise|curiosity|neutral|caring|approval|neutral|neutral|disgust|neutral|disapproval|neutral|disapproval|caring|desire|admiration|neutral|neutral|neutral|neutral|neutral|desire|admiration|admiration|admiration|neutral|surprise|neutral|neutral|admiration|sadness|disappointment|curiosity|neutral|neutral|annoyance|neutral|curiosity|amusement|confusion|neutral|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|curiosity|neutral|curiosity|neutral|curiosity|neutral|neutral|neutral|approval|approval|curiosity|neutral|neutral|neutral|desire|neutral|approval|neutral|curiosity|neutral|curiosity|neutral|confusion|curiosity|neutral|annoyance|neutral|neutral|neutral|surprise|curiosity|curiosity|approval|neutral|neutral|neutral|approval|neutral|curiosity|neutral|surprise|remorse|approval|approval|caring|neutral|neutral|caring|caring|disgust|neutral|neutral|approval|neutral|approval|neutral|gratitude|desire,surprise -> neutral -> neutral -> surprise -> curiosity -> neutral -> caring -> approval -> neutral -> neutral -> disgust -> neutral -> disapproval -> neutral -> disapproval -> caring -> desire -> admiration -> neutral -> neutral -> neutral -> neutral -> neutral -> desire -> admiration -> admiration -> admiration -> neutral -> surprise -> neutral -> neutral -> admiration -> sadness -> disappointment -> curiosity -> neutral -> neutral -> annoyance -> neutral -> curiosity -> amusement -> confusion -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> curiosity -> neutral -> curiosity -> neutral -> curiosity -> neutral -> neutral -> neutral -> approval -> approval -> curiosity -> neutral -> neutral -> neutral -> desire -> neutral -> approval -> neutral -> curiosity -> neutral -> curiosity -> neutral -> confusion -> curiosity -> neutral -> annoyance -> neutral -> neutral -> neutral -> surprise -> curiosity -> curiosity -> approval -> neutral -> neutral -> neutral -> approval -> neutral -> curiosity -> neutral -> surprise -> remorse -> approval -> approval -> caring -> neutral -> neutral -> caring -> caring -> disgust -> neutral -> neutral -> approval -> neutral -> approval -> neutral -> gratitude -> desire,"{'neutral': 54, 'curiosity': 14, 'approval': 10, 'surprise': 5, 'caring': 5, 'admiration': 5, 'desire': 4, 'disgust': 2, 'disapproval': 2, 'annoyance': 2, 'confusion': 2, 'sadness': 1, 'disappointment': 1, 'amusement': 1, 'remorse': 1, 'gratitude': 1}"
76,Pacific Proposal Park,0,0,commercial,,40,13,love|love|curiosity|neutral|approval|admiration|neutral|curiosity|surprise|anger|realization|love|neutral|neutral|neutral|neutral|disapproval|anger|neutral|excitement|neutral|disgust|optimism|optimism|optimism|optimism|optimism|neutral|neutral|neutral|neutral|annoyance|neutral|neutral|neutral|admiration|neutral|neutral|approval|curiosity,love -> love -> curiosity -> neutral -> approval -> admiration -> neutral -> curiosity -> surprise -> anger -> realization -> love -> neutral -> neutral -> neutral -> neutral -> disapproval -> anger -> neutral -> excitement -> neutral -> disgust -> optimism -> optimism -> optimism -> optimism -> optimism -> neutral -> neutral -> neutral -> neutral -> annoyance -> neutral -> neutral -> neutral -> admiration -> neutral -> neutral -> approval -> curiosity,"{'neutral': 17, 'optimism': 5, 'love': 3, 'curiosity': 3, 'approval': 2, 'admiration': 2, 'anger': 2, 'realization': 1, 'surprise': 1, 'disapproval': 1, 'excitement': 1, 'disgust': 1, 'annoyance': 1}"
